username_author,link_username_author,link_content_comment
Ninh_DaoHa,https://www.tripadvisor.com.vn/Profile/Ninh_DaoHa,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d299548-r622567632-Sofitel_Legend_Metropole_Hanoi-Hanoi.html
Huudai T,https://www.tripadvisor.com.vn/Profile/HuudaiT1,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d299548-r607229349-Sofitel_Legend_Metropole_Hanoi-Hanoi.html
Boniface,https://www.tripadvisor.com.vn/Profile/Kasa111325,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d299548-r545171695-Sofitel_Legend_Metropole_Hanoi-Hanoi.html
Chanh N,https://www.tripadvisor.com.vn/Profile/493chanhn,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1917182-r360534459-Hanoi_Old_Quarter_Hostel-Hanoi.html
Jessica M,https://www.tripadvisor.com.vn/Profile/G6861XAjessicam,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1917182-r654627140-Hanoi_Old_Quarter_Hostel-Hanoi.html
Scott R,https://www.tripadvisor.com.vn/Profile/strikerflo,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1917182-r653074615-Hanoi_Old_Quarter_Hostel-Hanoi.html
Bay,https://www.tripadvisor.com.vn/Profile/bgabrielles,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1917182-r651186593-Hanoi_Old_Quarter_Hostel-Hanoi.html
NadiaIlona,https://www.tripadvisor.com.vn/Profile/NadiaIlona,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1917182-r650867132-Hanoi_Old_Quarter_Hostel-Hanoi.html
HIGH QUALITY T,https://www.tripadvisor.com.vn/Profile/HIGHQUALITYT,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d4480485-r568768754-Paradise_Boutique_Hotel-Hanoi.html
Nguyễn Lai P,https://www.tripadvisor.com.vn/Profile/Coastal717357,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d4480485-r496402560-Paradise_Boutique_Hotel-Hanoi.html
Chopsuey51,https://www.tripadvisor.com.vn/Profile/Chopsuey51,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d4480485-r200560864-Paradise_Boutique_Hotel-Hanoi.html
Emma P,https://www.tripadvisor.com.vn/Profile/emmap70,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d4480485-r655924610-Paradise_Boutique_Hotel-Hanoi.html
Beate B,https://www.tripadvisor.com.vn/Profile/585beateb,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d4480485-r655184535-Paradise_Boutique_Hotel-Hanoi.html
Hoang H,https://www.tripadvisor.com.vn/Profile/HoangH128,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d9808263-r612747307-Hanoi_La_Siesta_Hotel_Trendy-Hanoi.html
Phương P,https://www.tripadvisor.com.vn/Profile/Trip804489,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d9808263-r611746159-Hanoi_La_Siesta_Hotel_Trendy-Hanoi.html
hoplt2011,https://www.tripadvisor.com.vn/Profile/hoplt2011,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d9808263-r609774233-Hanoi_La_Siesta_Hotel_Trendy-Hanoi.html
Phương Anh,https://www.tripadvisor.com.vn/Profile/phuonganh_bui192,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d9808263-r609762313-Hanoi_La_Siesta_Hotel_Trendy-Hanoi.html
Dzungnguyen,https://www.tripadvisor.com.vn/Profile/nguyenthuydzung6,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d9808263-r589618662-Hanoi_La_Siesta_Hotel_Trendy-Hanoi.html
Michan M,https://www.tripadvisor.com.vn/Profile/michanm2018,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d4748027-r651667513-Hanoi_La_Selva_Hotel-Hanoi.html
JPS,https://www.tripadvisor.com.vn/Profile/DayTrip20392801147,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d4748027-r651591657-Hanoi_La_Selva_Hotel-Hanoi.html
bobs553,https://www.tripadvisor.com.vn/Profile/bobs553,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d4748027-r650965983-Hanoi_La_Selva_Hotel-Hanoi.html
Beth F,https://www.tripadvisor.com.vn/Profile/bethf65,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d4748027-r650509809-Hanoi_La_Selva_Hotel-Hanoi.html
justtrippit,https://www.tripadvisor.com.vn/Profile/justtrippit,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d4748027-r650032590-Hanoi_La_Selva_Hotel-Hanoi.html
Ichi,https://www.tripadvisor.com.vn/Profile/879huyv,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5049935-r666617595-Lotte_Hotel_Hanoi-Hanoi.html
Lam,https://www.tripadvisor.com.vn/Profile/Lamlinh1234,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5049935-r661642437-Lotte_Hotel_Hanoi-Hanoi.html
